NAME,MSTAR,A,PER,ECC,MASS,R
,msun,au,day,,mjupiter,rjupiter
Kepler-1146 b,0.74,0.0313094,2.3522658,0,0.00609283,0.11
Kepler-940 b,0.97,0.295668,59.6225257,0,0.0335331,0.298
Kepler-1103 b,1.11,0.148265,19.79191978,0,0.0172355,0.203
Kepler-1117 b,0.95,0.0546708,4.79028459,0,0.00422224,0.099
Kepler-571 b,0.93,0.0543472,4.79859939,0,0.0214793,0.236
Kepler-843 b,1.02,0.0318315,2.05387982,0,0.020755,0.231
Kepler-936 b,0.92,0.0916253,10.56134221,0,0.010441,0.129
Kepler-1339 b,0.94,0.0233196,1.34155513,0,0.000852625,0.063
Kepler-1005 b,1,0.0681491,6.49801525,0,0.0118373,0.134
HD 145457 b,1.9,0.762504,176.3,0.112,2.97219,
Kepler-261 c,,0.165407,24.570858,,0.0147725,0.178428
Kepler-465 b,1.23,0.0969435,9.94067247,0,0.0259788,0.263
Kepler-336 c,,0.0884004,9.600001,,0.0156092,0.187349
Kepler-1584 b,1.1,0.113973,13.3997099,0,0.0120099,0.144
Kepler-1475 b,1.18,0.390903,82.177374,0,0.0256089,0.261
HD 206610 b,1.3,1.53703,610,0.229,1.97113,
M 67 SAND 364 b,1.35,0.531449,121.71,0.35,1.88274,
Kepler-711 b,0.84,0.151882,23.58914398,0,0.0350514,0.304
Kepler-365 b,,0.0948224,10.664903,,0.0151,0.181997
Kepler-1610 b,0.91,0.0802343,8.70181574,0,0.0120099,0.144
Kepler-838 b,0.98,0.122141,15.74957994,0,0.0227057,0.244
Kepler-802 b,0.93,0.223648,40.0587473,0,0.0383032,0.316
Kepler-1412 b,1.06,0.0469983,3.6146051,0,0.0015002,0.074
Kepler-864 b,1,0.0634219,5.83376092,0,0.0185165,0.214
HD 12661 c,1.136,2.91927,1707.8812,0.0312556,1.9487,
Kepler-12 b,1.166,0.0556348,4.4379637,0,0.431956,1.695
Kepler-229 d,,0.233437,41.194912,,0.0469127,0.343474
Kepler-1411 b,0.95,0.375175,86.1150888,0,0.0240196,0.252
Kepler-1545 b,0.84,0.552567,163.692349,0,0.0222358,0.241
KIC 11442793 c,1.2,0.088103,8.719375,,0.0053608,0.106
HAT-P-36 b,1.022,0.0238229,1.327347,0.063,1.83923,1.264
WASP-35 b,1.07,0.0431283,3.161575,0,0.717098,1.32
HD 69830 d,0.849,0.627426,197,0.07,0.0563373,
CoRoT-22 b,1.099,0.0922129,9.75598,0.077,0.0383,0.445
HD 28254 b,1.06,2.14768,1116,0.81,1.1614,
HD 81688 b,2.1,0.811148,184.02,0,2.6907,
HD 210277 b,0.986,1.13105,442.19,0.476,1.27275,
Kepler-1514 b,1.21,0.755004,217.8317626,0,1,1.055
Kepler-132 c,,0.0675669,6.414914,,0.00692663,0.114194
WTS-1 b,1.2,0.0466301,3.352059,0.05,3.99885,1.49
Kepler-322 b,,0.0273702,1.653888,,0.00302153,0.0901062
HR 8799 c,1.516,42.4842,82145,0,9.5,1.2
Kepler-717 b,0.88,0.0504222,4.40840023,0,0.0187628,0.216
Kepler-51 b,1,0.248169,45.1555023,,0.00661,0.628398
Kepler-252 b,,0.0693352,6.668391,,0.00604207,0.109733
XO-1 b,1.027,0.049283,3.941534,0,0.918464,1.206
Kepler-63 b,0.984,0.0869107,9.4341505,,0.125283,0.545
Kepler-1423 b,0.79,0.150343,23.955378,0,0.00364938,0.095
Kepler-33 d,1.291,0.166175,21.77596,0,0.095206,0.477
Kepler-287 c,,0.247055,44.851896,,0.0318107,0.290838
Kepler-154 f,0.89,0.0869078,9.91935684,0,0.0118373,0.134
Kepler-245 b,,0.0749207,7.49019,,0.0205131,0.22928
Kepler-537 b,1.07,0.0438974,3.24755522,0,0.00965491,0.126
Kepler-989 b,0.82,0.0730539,7.96431535,0,0.0165864,0.197
Kepler-100 c,1.08,0.109963,12.8159,0,0,0.196271
GJ 15 A b,0.375,0.0716678,11.4433,0,0.0168,
Kepler-180 c,,0.236039,41.885775,,0.027035,0.268534
Kepler-82 e,,0.063917,5.902206,,0.019315,0.220359
Kepler-20 d,0.912,0.345324,77.61184,0,0.0236865,0.24512
Kepler-217 b,,0.0600513,5.374943,,0.0167934,0.198947
Kepler-1523 b,0.97,0.0185737,0.93875077,0,0.0117956,0.141
Kepler-235 e,,0.251922,46.183669,,0.0166981,0.198055
Kepler-227 c,,0.281042,54.418694,,0.0275635,0.271211
Kepler-169 d,,0.0805377,8.348125,,0.00638668,0.111518
Kepler-1226 b,1.02,0.131737,17.2923453,0,0.010441,0.129
Kepler-1623 b,1,0.0522416,4.36128348,0,0.00752338,0.117
Kepler-254 b,,0.0633704,5.826662,,0.0475314,0.345258
Kepler-79 e,,0.366575,81.065298,0.012,0.0129,0.318
Kepler-241 b,,0.106632,12.718092,,0.0177874,0.207869
Kepler-1525 b,1.07,0.0360472,2.41660118,0,0.00206633,0.081
Kepler-749 b,0.79,0.121097,17.31716585,0,0.028747,0.277
55 Cnc b,0.905,0.113377,14.651,0.004,0.801471,
Kepler-176 e,0,0,51.16579,0,0.010441,0.129
Kepler-565 b,0.98,0.0509544,4.24374723,0,0.0409391,0.325
Kepler-631 b,1.24,0.144301,17.97979059,0,0.0252452,0.259
Kepler-380 c,,0.0758501,7.630004,,0.00674351,0.113302
Kepler-384 b,,0.156426,22.597053,,0.00436179,0.0999197
Kepler-1592 b,1.18,0.0435619,3.05710069,0,0.0115145,0.137
Kepler-193 c,,0.26808,50.697494,,0.0229193,0.245339
Kepler-1097 b,0.82,0.600611,187.747029,0,0.0318486,0.291
Kepler-368 c,,0.339899,72.379334,,0.0478436,0.34615
Kepler-102 f,0.8,0.165339,27.4536,0,0.00195073,0.0785013
Kepler-131 c,1.02,0.170752,25.5169,0,0.0525494,0.0749398
Kepler-74 b,1.4,0.0827067,7.340718,0.287,0.66711,1.32
HD 207832 b,0.94,0.569755,161.97,0.13,0.564176,
M 67 YBP 1514 b,0.96,0.057344,5.118,0.39,0.397418,
WASP-55 b,1.01,0.0532575,4.465633,0,0.571173,1.3
Kepler-1064 b,0.85,0.120351,16.54080322,0,0.0115843,0.138
Kepler-280 b,,0.0324953,2.139542,,0.010538,0.12936
HAT-P-56 b,1.296,0.0423182,2.7908327,,2.18029,1.466
Kepler-1277 b,0.94,0.227343,40.8365012,0,0.0119381,0.143
Kepler-1144 b,0.98,0.12926,17.14647302,0,0.0147338,0.178
Kepler-325 c,,0.106878,12.762172,,0.0201438,0.226604
GJ 3293 b,0.42,0.143394,30.6,0.07,0.081,
Kepler-547 b,0.78,0.0595534,6.01038429,0,0.0517963,0.357
HD 33283 b,1.24,0.145378,18.179001,0.48,0.330171,
Kepler-1312 b,0.99,0.060394,5.44832529,0,0.0155754,0.187
Kepler-842 b,0.78,0.0205641,1.21956827,0,0.0119381,0.143
OGLE-TR-111 b,0.852,0.0468733,4.0144479,0,0.55,1.051
MOA-2007-BLG-400L b,0.3,,,,0.83,
Kepler-704 b,0.97,0.0468593,3.76182115,0,0.0210409,0.233
HD 10180 e,1.06,0.269917,49.747,0.065,0.0797893,
Kepler-1532 b,0.91,0.0201315,1.09366356,0,0.00819664,0.12
Kepler-647 b,1.03,0.126673,16.2254649,0,0.00501732,0.104
Kepler-765 b,1.05,0.181954,27.6655226,0,0.0188877,0.217
Kepler-1016 c,0.99,0.435925,105.6551369,0,0.0418568,0.328
Kepler-185 b,,0.0271381,1.6329,,0.00508144,0.10438
55 Cnc d,0.905,5.47467,4909,0.02,3.54451,
HD 155233 b,1.5,2.06593,885,0.03,1.99403,
WASP-3 b,1.22,0.0314948,1.846834,0,2.01184,1.29
HD 148156 b,1.22,2.12913,1027,0.52,0.847612,
Kepler-172 d,,0.117052,14.627119,,0.0169862,0.200732
Kepler-967 c,0.84,0.628803,198.7112502,0,0.0412428,0.326
Kepler-182 c,,0.147469,20.684342,,0.0355742,0.306004
Kepler-1016 b,0.99,0.0304915,1.95452434,0,0.0162741,0.194
Kepler-1266 b,0.8,0.169412,28.474748,0,0.0206139,0.23
TrES-5 b,0.893,0.0245157,1.4822446,0,1.7781,1.209
Kepler-1306 b,0.98,0.12495,16.29595382,0,0.014034,0.17
Kepler-1483 b,1.25,0.0946205,9.5085156,0,0.0124263,0.136
Kepler-1047 b,1.08,0.294564,56.1886887,0,0.0154788,0.186
Kepler-645 b,1.13,0.0449621,3.27582262,0,0.0155754,0.187
Kepler-49 e,,0.137369,18.596108,,0.0116666,0.139174
HD 222155 b,1.13,5.13864,3999,0.16,2.02633,
Kepler-399 c,,0.174723,26.67569,,0.0100631,0.127576
Kepler-761 b,0.95,0.0900599,10.12804789,0,0.0150076,0.181
Kepler-1278 b,1.11,0.0443634,3.23941344,0,0.0030088,0.09
Kepler-175 c,,0.205538,34.035257,,0.0286557,0.276563
Kepler-391 c,,0.146522,20.485435,,0.0382517,0.315818
HD 73526 b,1.014,0.646509,188.3,0.19,2.8556,
Kepler-768 b,0.82,0.0927369,11.3910025,0,0.0132151,0.16
Kepler-879 b,1.02,0.204258,33.3855938,0,0.020474,0.229
Kepler-1428 b,1.28,0.103027,10.67607169,0,0.0121546,0.146
Kepler-200 b,,0.0821165,8.594805,,0.0158724,0.190026
Kepler-1036 b,0.95,0.475522,122.8808058,0,0.0271261,0.269
Kepler-1129 c,1,0.352794,76.5369586,0,0.0227057,0.244
HD 117207 b,1.031,3.73753,2597,0.144,1.8189,
Kepler-122 d,,0.151731,21.587475,,0.0165098,0.196271
Kepler-1140 b,0.76,0.148956,24.0862707,0,0.0231879,0.247
Kepler-1565 b,0.76,0.0237986,1.53818844,0,0.0053608,0.106
Kepler-1645 b,1.02,0.126015,16.1779561,0,0.0131362,0.159
Kepler-769 b,1.19,0.0789397,7.42608998,0,0.0256089,0.261
Kepler-1239 b,1.4,0.0656375,5.19104016,0,0.0252452,0.259
HD 121504 b,1.18,0.328688,63.330002,0.03,1.2223,
Kepler-1089 b,0.52,0.0468266,5.13248562,0,0.0134548,0.163
Kepler-499 b,0.87,0.0591446,5.63252845,0,0.0162741,0.194
Kepler-852 b,1.19,0.262112,44.9309804,0,0.0201979,0.227
Kepler-1354 b,1.16,0.370933,76.613377,0,0.0263549,0.265
Kepler-342 e,1.13,0.0283971,1.64422461,0,0.00189081,0.079
Kepler-1366 b,0.62,0.0279245,2.16457097,0,0.0101747,0.128
HD 156846 b,1.43,1.11751,359.51001,0.8472,11.0076,
Kepler-18 b,0.972,0.0447299,3.504725,0,0.022,0.17843
Kepler-1548 b,0.99,0.487186,124.828679,0,0.0214793,0.236
HR 8799 d,1.516,26.7553,41054,0.1,9.5,1.37
HAT-P-23 b,1.13,0.0231971,1.212884,0.106,2.09606,1.368
HD 224693 b,1.33,0.192441,26.73,0.05,0.714594,
Kepler-1401 b,1.07,0.100207,11.20066445,0,0.0124487,0.15
Kepler-505 b,0.55,0.146166,27.52197994,0,0.0208973,0.232
Kepler-388 c,,0.109844,13.297004,,0.00170474,0.0767241
Kepler-862 b,0.88,0.0402889,3.14866453,0,0.0165864,0.197
Kepler-246 c,,0.0978933,11.187161,,0.0117855,0.133821
Kepler-795 b,0.94,0.183527,29.6193421,0,0.0124487,0.15
Kepler-941 b,0.89,0.126522,17.42395198,0,0.0283318,0.275
HD 158038 b,1.65,1.49788,521,0.291,1.79425,
Kepler-1502 b,1.44,0.265793,41.7083629,0,0.0302544,0.284
Kepler-888 b,0.97,0.331234,70.6979061,0,0.0129801,0.157
Kepler-822 b,1.06,0.0435391,3.22296927,0,0.0130579,0.158
Kepler-240 b,,0.0504957,4.144495,,0.00871939,0.122223
Kepler-26 c,0.65,0.113189,17.25204,0,0.0397121,0.320884
Kepler-143 c,,0.176495,27.082511,,0.0341953,0.300651
Kepler-1469 b,0.92,0.148827,21.8635301,0,0.0236826,0.25
Kepler-1334 b,0.94,0.119927,15.64591713,0,0.0173469,0.204
Kepler-508 b,1.16,0.177259,25.30889748,0,0.0121546,0.146
K2-21 c,0.64,0.104852,15.5012,,0.014144,0.17129
Kepler-1091 b,1.01,0.0249783,1.43474156,0,0.0107116,0.13
GJ 179 b,0.357,2.41241,2288,0.21,0.824243,
Kepler-206 b,,0.0768541,7.781987,,0.00554835,0.107057
Kepler-22 b,0.97,0.848513,289.8623,,0.0183345,0.2125
Kepler-1101 b,0.94,0.359829,81.3151059,0,0.0192688,0.22
Kepler-1369 b,0.99,0.170628,25.873148,0,0.0220818,0.24
Kepler-68 c,1.079,0.0907017,9.605085,0,0.015142,0.0849452
Kepler-986 b,0.96,0.284051,56.4349938,0,0.0181548,0.211
Kepler-300 b,,0.0935225,10.446347,,0.0123736,0.148987
Kepler-937 b,1.15,0.340485,67.668827,0,0.0431113,0.332
Kepler-110 c,,0.196107,31.719775,,0.0166036,0.197163
Kepler-42 d,0.13,0.0150222,1.865169,,0.000404706,0.0508067
Kepler-357 d,,0.263841,49.499875,,0.0355742,0.306004
HD 143361 b,0.95,2.03474,1086,0.18,3.03499,
Kepler-715 b,1.04,0.0920746,10.00652995,0,0.0440759,0.335
HD 155358 b,0.87,0.626938,194.3,0.17,0.819484,
Kepler-134 b,,0.0596222,5.317429,,0.0147725,0.178428
Kepler-369 b,,0.0382537,2.732756,,0.00450004,0.100812
HD 192310 b,0.8,0.322307,74.72,0.13,0.0531258,
Kepler-257 d,,0.165827,24.664551,,0.0812259,0.441609
Kepler-342 b,,0.119932,15.170318,,0.0169862,0.200732
Kepler-644 b,1.49,0.0482761,3.1739171,0,0.029598,0.281
Kepler-1108 b,0.88,0.0511944,4.51005748,0,0.0107116,0.13
Kepler-119 b,,0.0352966,2.422082,,0.0397965,0.321171
WASP-64 b,1.004,0.0265195,1.5732918,0,1.27137,1.271
Kepler-190 b,,0.0312733,2.019999,,0.0116666,0.139174
upsilon And b,1.31,0.0593858,4.6171363,0.013,0.669277,
Kepler-56 c,1.37,0.167568,21.4050484,,0.196739,0.699706
Kepler-1267 b,1.15,0.113545,13.0313945,0,0.0271261,0.269
Kepler-1138 b,0.95,0.0415217,3.17060005,0,0.0125983,0.152
Kepler-237 b,,0.0550302,4.715106,,0.00960182,0.125792
Kepler-132 e,0,0,110.2869374,0,0.00518721,0.105
Kepler-223 e,,0.142858,19.721734,,0.0185304,0.214114
HD 86081 b,1.21,0.0346186,2.1375,0.008,1.49595,
WASP-74 b,1.48,0.0370185,2.13775,0,0.95,1.56
HD 109246 b,1.01,0.328074,68.27,0.12,0.768085,
WASP-68 b,1.24,0.0621834,5.084298,0,0.957019,1.24
Kepler-81 d,,0.148198,20.837846,,0.0057099,0.107949
Kepler-68 d,1.079,1.39638,580,0.18,0.80971,
Kepler-403 c,,0.280567,54.280749,,0.0129124,0.156125
Kepler-197 d,,0.122591,15.677563,,0.00587447,0.108841
Kepler-1631 b,0.97,0.049588,4.09513932,0,0.00819664,0.12
Kepler-589 b,0.88,0.121794,16.54964934,0,0.0172355,0.203
Kepler-701 b,0.88,0.0890998,10.35533177,0,0.0241903,0.253
Kepler-1300 b,1.29,0.168494,22.2419092,0,0.00866602,0.122
Kepler-1485 b,1.11,0.148883,19.9157725,0,0.0109866,0.131
Kepler-348 b,,0.0720019,7.05677,,0.0123086,0.135605
Kepler-341 d,,0.179022,27.666313,,0.0136211,0.165046
Kepler-1632 b,1.12,1.19049,448.303558,0,0.0192688,0.22
HD 128311 c,0.828,1.74533,923.8,0.23,3.24848,
Kepler-445 d,0.18,0.044761,8.15275,0,0.00688654,0.114
Kepler-603 b,1.01,0.149715,21.05358596,0,0.0214793,0.236
Kepler-364 c,,0.29988,59.980627,,0.0160511,0.19181
Kepler-299 e,,0.222312,38.285489,,0.0137681,0.16683
Kepler-1075 b,0.56,0.0213603,1.52372816,0,0.00991268,0.127
K2-25 b,0.294,0.0299103,3.484552,0.27,0.0355731,0.306
Kepler-902 b,0.95,0.225432,40.1099547,0,0.0201979,0.227
CoRoT-23 b,1.14,0.0483417,3.6313,0.16,3.0853,1.05
Kepler-1158 b,1.41,0.124667,13.5396293,0,0.017919,0.209
Kepler-387 c,,0.101652,11.837549,,0.00192504,0.0794005
Kepler-821 b,0.84,0.0285532,1.92279873,0,0.00752338,0.117
Kepler-684 b,0.89,0.0673713,6.77030201,0,0.0340314,0.3
Kepler-54 d,,0.148945,20.995694,,0.0125754,0.136497
Kepler-1082 b,1.03,0.0263938,1.5432066,0,0.00437411,0.1
Kepler-1474 b,1.04,0.217913,36.4333452,0,0.0161718,0.193
WASP-39 b,0.93,0.0485835,4.055259,0,0.284338,1.27
Kepler-102 e,0.8,0.116059,16.1457,0,0.0280968,0.198037
Kepler-1463 b,0.96,0.165763,25.15864,0,0.0136995,0.166
Kepler-219 b,,0.0540172,4.585512,,0.0260126,0.263181
Kepler-1377 b,0.86,0.015239,0.74092842,0,0.00648186,0.112
Kepler-549 c,0.88,0.448737,117.040498,0,0.0256089,0.261
GJ 876 b,0.32,0.208098,61.1166,0.0324,1.9469,
Kepler-984 b,0.96,0.237086,43.0342272,0,0.0157709,0.189
Kepler-385 b,,0.0911035,10.043686,,0.022635,0.243554
Kepler-374 b,,0.0299991,1.897806,,0.00324127,0.0918904
Kepler-296 e,,0.205969,34.142347,,0.0129124,0.156125
HD 164509 b,1.13,0.877542,282.4,0.26,0.480333,
HD 9446 b,1,0.189213,30.052,0.2,0.698769,
HD 18742 b,1.73,1.97816,772,0.12,2.8638,
Kepler-255 b,,0.0625553,5.714606,,0.011604,0.138282
Kepler-636 b,0.85,0.118109,16.08066115,0,0.0652266,0.397
Kepler-197 b,,0.061711,5.599308,,0.00313003,0.0909983
Kepler-183 c,,0.100501,11.637071,,0.0171819,0.202516
Kepler-745 b,1.04,0.0916134,9.93143556,0,0.0161718,0.193
Kepler-517 b,0.95,0.297893,60.92832271,0,0.021778,0.238
Kepler-232 b,,0.0527986,4.431222,,0.0282863,0.274779
Kepler-345 c,,0.0870905,9.387427,,0.00554835,0.107057
WASP-80 b,0.58,0.0344696,3.0678504,0,0.551763,0.952
HD 167042 b,1.63,1.29371,420.77,0.089,1.63682,
Kepler-1373 b,1.22,0.0247968,1.29123275,0,0.00485109,0.103
Kepler-152 b,,0.135451,18.207973,,0.0235009,0.248907
Kepler-743 b,0.94,0.0414509,3.17926292,0,0.00571923,0.108
HD 69830 b,0.849,0.0781916,8.6669998,0.1,0.0316488,
Kepler-983 b,1.13,0.312713,60.0855082,0,0.0181548,0.211
Kepler-8 b,1.213,0.0483278,3.52254,0,0.585742,1.419
Kepler-1014 b,0.88,0.121899,16.57110363,0,0.0183949,0.213
Kepler-336 d,,0.147443,20.678772,,0.0182069,0.211437
Kepler-646 b,0.93,0.120657,15.87364565,0,0.0147338,0.178
Kepler-1272 b,1.06,0.274894,51.1309704,0,0.0181548,0.211
Kepler-353 c,,0.0809409,8.410894,,0.00893492,0.123115
HD 114762 b,0.894578,0.362932,83.9151,0.3354,11.6351,
Kepler-154 b,,0.201514,33.040532,,0.0170837,0.201624
Kepler-804 b,1.01,0.116085,14.37457351,0,0.0142915,0.173
61 Vir c,0.942,0.216926,38.021,0.14,0.0333747,
HD 45652 b,0.83,0.227878,43.6,0.38,0.468448,
Kepler-1244 b,1.46,0.0531529,3.70428172,0,0.00819664,0.12
Kepler-1386 b,1.02,0.0702913,6.73972381,0,0.00628541,0.111
Kepler-978 b,1.07,0.270303,49.6221509,0,0.0267373,0.267
Kepler-1404 b,0.84,0.116915,15.9314739,0,0.0148244,0.179
Kepler-735 b,0.85,0.0945351,11.51516988,0,0.0259788,0.263
Kepler-237 c,,0.0789575,8.103636,,0.015437,0.185565
HAT-P-14 b,1.386,0.0606258,4.627669,0.107,2.23603,1.15
Kepler-972 b,1.15,0.0753112,7.03932553,0,0.0714653,0.415
Kepler-317 c,,0.0832604,8.77501,,0.0127076,0.153448
Kepler-1572 b,0.97,0.0603302,5.49548621,0,0.00235177,0.084
Kepler-301 d,,0.112331,13.751243,,0.0129124,0.156125
Kepler-1363 b,0.76,0.0366691,2.94194094,0,0.00648186,0.112
Kepler-148 c,,0.050784,4.180043,,0.0397965,0.321171
Kepler-49 d,,0.0367817,2.576549,,0.0119197,0.142742
Kepler-668 b,0.87,0.07692,8.35390639,0,0.0222358,0.241
Kepler-1013 b,0.81,0.129582,18.93054959,0,0.0160703,0.192
Kepler-796 b,0.93,0.0658558,6.40087618,0,0.00730709,0.116
Kepler-1634 b,0.92,0.989603,374.876239,0,0.0304768,0.285
HIP 105854 b,2.1,0.812352,184.2,0.02,8.2,
Kepler-169 b,,0.0429455,3.250619,,0.00450004,0.100812
WASP-66 b,1.3,0.0546221,4.086052,0,2.31346,1.39
HD 73256 b,1.05,0.0371348,2.5485799,0.029,1.86902,
Kepler-1427 b,1.01,0.0192274,0.96897238,0,0.00407386,0.098
Kepler-303 c,,0.0720317,7.061149,,0.00464108,0.101704
Kepler-1274 b,1.45,0.0809151,6.98152703,0,0.00991268,0.127
Kepler-1032 b,0.77,0.0396806,3.29011795,0,0.0137822,0.167
Kepler-168 b,,0.0527522,4.425391,,0.0107805,0.130252
Kepler-56 b,1.37,0.104248,10.5034294,,0.0465014,0.342276
6 Lyn b,1.82,2.18639,874.774,0.059,2.20888,
Kepler-238 b,,0.0320006,2.090876,,0.0127755,0.15434
Kepler-151 c,,0.165872,24.674612,,0.0155228,0.186457
Kepler-1487 b,1.38,0.0821396,7.31946363,0,0.0158698,0.19
Kepler-150 b,,0.0444944,3.428054,,0.00638668,0.111518
HD 180314 b,2.6,1.45528,396.03,0.257,22.6261,
HD 17092 b,2.3,1.30798,359.89999,0.166,4.96206,
Kepler-780 b,1.01,0.0151449,0.67737516,0,0.00189081,0.079
Kepler-353 b,,0.0631426,5.795278,,0.00192504,0.0794005
Kepler-931 b,0.86,0.0746773,8.03755877,0,0.00796813,0.119
Kepler-1246 b,0.73,0.0888549,11.32271513,0,0.00842926,0.121
Kepler-1169 b,1.24,0.0702714,6.11009134,0,0.00235177,0.084
Kepler-1105 b,0.71,0.0470338,4.42157218,0,0.0148244,0.179
HIP 57274 b,0.73,0.0712798,8.1352,0.187,0.0365708,
Kepler-93 b,0.91,0.0534149,4.72674,0,0.00814901,0.134
Kepler-281 c,,0.214705,36.337373,,0.0938647,0.473726
WASP-94 A b,1.29,0.0532427,3.9501907,0,0.41865,1.72
Kepler-236 b,,0.0801996,8.295611,,0.0117295,0.140066
HD 202206 b,1.074,0.811776,255.87,0.435,16.8244,
WASP-5 b,1.01,0.0271923,1.6284229,0,1.62423,1.14
Kepler-78 b,0.81,0.00914662,0.35500744,,0.00585,0.103396
Kepler-55 f,,0.0920376,10.198545,,0.011856,0.14185
Kepler-314 c,,0.0643363,5.960392,,0.025195,0.258721
CoRoT-2 b,0.97,0.0280884,1.7429935,0.0143,3.27527,1.466
Kepler-447 b,1,0.0769686,7.79430132,0.123,1.37,1.65
Kepler-187 c,,0.0946763,10.640263,,0.0218083,0.238201
Kepler-257 c,,0.0687315,6.581484,,0.0975428,0.482648
Kepler-424 c,1.01,0.724323,223.3,0.319,7.03702,
Kepler-522 b,1.54,0.25806,38.58422849,0,0.136066,0.616
HD 108874 c,0.95,2.72021,1680.3835,0.273039,1.02837,
Kepler-1615 b,1.04,0.259379,47.3126192,0,0.015288,0.184
GJ 832 c,0.45,0.162542,35.68,0.18,0.016749,
Kepler-894 b,0.87,0.0855774,9.803224,0,0.0233514,0.248
Kepler-1609 b,1.18,0.487197,114.34219,0,0.0166923,0.198
Kepler-289 b,,0.207581,34.543901,,0.0188614,0.21679
Kepler-1524 b,1.17,0.353488,70.9674603,0,0.0383032,0.316
Kepler-346 c,,0.162163,23.851549,,0.0281036,0.273887
Kepler-1403 b,1.11,0.0607809,5.19492202,0,0.0159697,0.191
Kepler-953 b,0.95,0.381801,88.40655258,0,0.0583181,0.376
Kepler-1479 b,0.99,0.116158,14.53261362,0,0.0134548,0.163
HD 200964 c,1.57,2.00121,825,0.181,0.945722,
HD 10180 h,1.06,3.42452,2248,0.151,0.206033,
HD 33142 b,1.62,1.09038,326.6,0.12,1.41137,
Kepler-402 e,,0.098218,11.242861,,0.0107805,0.130252
HAT-P-20 b,0.756,0.03616,2.875317,0.015,7.28953,0.867
HD 7924 b,0.832,0.0566417,5.39792,0.058,0.0273647,
Kepler-834 b,0.7,0.0976622,13.32388301,0,0.0149156,0.18
Kepler-439 b,0.884,0.594654,178.1396,0,0.0168896,0.199841
Kepler-1060 b,0.99,0.253589,46.8779367,0,0.0182743,0.212
Kepler-1150 b,0.76,0.0353774,2.78786839,0,0.00313024,0.091
CoRoT-5 b,1,0.0496334,4.0378962,0.09,0.462537,1.388
Kepler-1184 b,1.05,0.282775,53.5991044,0,0.0219292,0.239
WASP-47 b,1.02,0.0509676,4.1591409,0,1.12341,1.15
Kepler-194 d,,0.275493,52.814973,,0.0185304,0.214114
OGLE-2011-BLG-0251 b,0.26,,,,0.53,
Kepler-1566 b,0.84,0.0122438,0.53991524,0,0.00123338,0.07
Kepler-36 b,1.071,0.115423,13.83989,0,0.0140379,0.132454
Kepler-161 b,,0.0566234,4.921355,,0.0157841,0.189134
Kepler-943 b,0.93,0.258472,49.7701438,0,0.117824,0.529
Kepler-899 b,0.93,0.136873,19.17891293,0,0.0219292,0.239
HAT-P-35 b,1.236,0.0497734,3.646706,0.025,1.05422,1.332
HD 99109 b,0.94,1.10806,439.3,0.09,0.504198,
Kepler-1347 b,0.82,0.106453,14.00947528,0,0.00325512,0.092
Kepler-649 b,0.97,0.186659,29.90722674,0,0.017125,0.202
Kepler-778 b,0.81,0.044079,3.75574426,0,0.0124487,0.15
Kepler-253 c,,0.0925387,10.281951,,0.0215411,0.236417
Kepler-744 b,0.94,0.100833,12.06222443,0,0.0120821,0.145
Kepler-5 b,1.374,0.0506416,3.54846,0,2.11663,1.431
Kepler-161 c,,0.0720527,7.06424,,0.0151834,0.182889
HD 10647 b,1.095,2.02175,1003,0.16,0.925037,
Kepler-675 b,0.79,0.0318646,2.33743801,0,0.0190136,0.218
Kepler-758 d,1.16,0.154009,20.4966197,0,0.0157709,0.189
Kepler-331 b,,0.0812396,8.457496,,0.013404,0.16237
Kepler-28 c,0.75,0.0768547,8.98597,0,0.0348081,0.303057
Kepler-600 b,0.84,0.152252,23.67517607,0,0.0252452,0.259
HATS-9 b,1.03,0.0304899,1.9153073,0,0.837,1.065
Kepler-782 b,0.98,0.569779,158.6853308,0,0.0307009,0.286
Kepler-121 b,,0.0422983,3.177422,,0.0178911,0.208761
Kepler-1407 b,1.1,0.149206,20.0711504,0,0.0170154,0.201
Kepler-816 b,0.9,0.0906432,10.50682565,0,0.880048,0.914
Kepler-1205 b,0.84,0.0194186,1.07839035,0,0.00965491,0.126
Kepler-1585 b,0.94,0.0448876,3.5827463,0,0.0132151,0.16
Kepler-621 b,0.72,0.0334052,2.62811375,0,0.0174594,0.205
Kepler-412 b,1.167,0.0295963,1.720861232,0.0038,0.940391,1.325
upsilon And c,1.31,0.830445,241.33335,0.223848,1.91855,
Kepler-170 c,,0.12769,16.665863,,0.0245625,0.255152
Kepler-122 b,,0.0629312,5.766193,,0.0178911,0.208761
WASP-12 b,1.28,0.0225329,1.09142245,0.049,1.36063,1.79
Kepler-148 b,,0.0281967,1.729366,,0.0132614,0.160585
HD 170469 b,1.136,2.23538,1145,0.11,0.668676,
Kepler-285 b,,0.0373252,2.633867,,0.00809262,0.119547
HD 88133 b,1.18,0.0469104,3.41587,0.133,0.296108,
HD 196885 b,1.23,2.54171,1333,0.48,2.9439,
24 Sex b,1.81,1.4118,455.2,0.184,1.83564,
HD 190228 b,1.821,2.60478,1136.1,0.531,5.94193,
Kepler-333 b,,0.105697,12.551158,,0.00769114,0.117763
Kepler-510 b,0.91,0.137663,19.55659418,0,0.0192688,0.22
Kepler-370 c,,0.139463,19.02293,,0.0140679,0.170399
